N,P,K,temperature,humidity,ph,rainfall,label,province,latitude,longitude,N_P_ratio,K_P_ratio,N_K_ratio,temp_ph_interaction
27.977547657706438,85.78724231171962,64.95244913567647,60.99067814204673,97.0326139578004,66.61848097567713,62.51667086369491,lentil,Vinh Long,10.541739,107.242997,0.32236935881909445,0.7484101050518733,0.4242078652780795,4063.106331499587
103.00795018327311,94.82086475377636,80.61540142533909,66.52473755501308,83.16894884871645,51.03843194443016,149.9602426391363,coffee,Bac Ninh,10.493798,105.688178,1.0750054327725476,0.8413136495114127,1.26211411552639,3395.318290322612
79.99413390056431,99.98924323962868,91.81088281822508,72.51798304210291,111.83193957308161,66.61848097567713,227.8707615703715,jute,Ha Tinh,9.937578,106.345955,0.792105489004934,0.9091154649052567,0.8619046761707564,4831.03787368481
52.578703467015885,16.603985465908085,16.531216358594055,31.224085448218222,107.87918366177556,66.61848097567713,147.78740083961767,orange,Ben Tre,12.264647,107.609809,2.986749992996751,0.9390610092588659,2.999147485921081,2080.101142415043
26.991665181543905,87.19690591282348,73.90804516991192,67.94360674207176,82.29066897971072,66.61848097567713,188.20530677637475,pigeonpeas,Dong Nai,21.82332,105.213268,0.3060386858494026,0.8379890927575723,0.3603306576792844,4526.299873165596
16.005510568297282,16.60977220774241,16.53165982932593,31.232292323793736,107.84773536800402,68.28971542373534,147.77358393155257,muskmelon,An Giang,20.250614,105.974453,0.9088993531250911,0.9387776079271217,0.9129489577207177,2132.8443548227883
118.00852622645883,101.80647437346292,84.4795643735015,69.08932833162936,108.64996961802917,61.50558241836869,208.55620147794986,coffee,Thanh Hoa,12.258592,109.052607,1.1478705689076714,0.8217338926205597,1.3805466498498118,4249.379377930764
57.96994881339814,107.78256600313708,75.44580910530397,68.96787308178332,100.27568485501546,66.61848097567713,92.35718633478558,blackgram,Vinh Phuc,9.294102,105.723847,0.5328974204536268,0.693546878671057,0.7583142816049555,4594.534940831697
35.017861597876035,87.96561104012464,123.23225672593689,84.1849472680063,57.035165352526846,34.34743773773633,106.28464138685287,chickpea,Thua Thien-Hue,16.047079,108.20623,0.39361120761686813,1.3851673167327267,0.28187414863699484,2891.5372347424623
52.578703467015885,79.00630021603457,64.59651063509325,50.89899802773918,75.27049915984966,46.2586572895913,129.96881007291708,pigeonpeas,An Giang,10.045162,105.746857,0.6571820384774929,0.8073927985754683,0.8015472615533757,2354.5193061487703
0.9976763851815159,132.59416553709121,279.4733297266383,131.06497178877567,148.69862198767962,83.04658512397341,103.02333397663517,grapes,Tien Giang,9.784459,105.470292,0.007467963748046467,2.091957598620166,0.003557116771686974,10884.498336427732
14.001586033022068,129.39330794731416,279.34745518184945,165.69091816522467,158.02177577966745,80.2803107212516,110.16136355417464,grapes,Quang Nam,14.167448,108.902782,0.1073796366810439,2.142345029659963,0.04994368871277906,13301.718393993708
99.979744797259,101.00656148806783,73.60272997986846,57.51094066783705,112.44585469350397,69.59737462804745,130.01392688388347,cotton,Bac Giang,9.937578,106.345955,0.9801305262990763,0.7215489759301229,1.3401620131627694,4002.6104828708644
117.99789412391823,101.77484947902106,84.45745724417435,69.05513962333497,96.74652041122556,57.9836004378082,207.49554396890315,coffee,Quang Ngai,13.095511,109.320984,1.1481203302370642,0.8217716461984627,1.380779371737768,4004.065624096512
14.987674225365554,132.00628089767716,281.8477275898687,179.75990550942208,175.0221943235002,95.18061211544133,137.70576289504658,apple,Ha Giang,21.028511,105.804817,0.11268395841317973,2.1190557745667404,0.052988490850093696,17109.65784020069
7.968327576825547,140.79256748555238,98.77880398482039,199.88682264240157,176.517026931371,93.54238307333495,114.42172078945889,grapes,Son La,21.328551,103.914386,0.05619707519322168,0.6966430309888084,0.07985992273507096,18697.88973492729
0.997620890577879,29.587671406429717,46.68135923155613,61.20772778572769,79.26879232912736,48.08457440661908,115.26129438965893,mango,Quang Tri,20.583519,105.92299,0.032615130368118604,1.5261494937382982,0.020922660483169295,2943.1475409729096
52.578703467015885,85.80095677585886,133.4159389074361,91.32399230910602,59.92412771352737,34.682371752138906,95.36122939384049,chickpea,Bac Lieu,14.354524,108.007175,0.6057387547327026,1.5370330450613399,0.39116420191227147,3167.3326511538894
39.97657045700565,40.98485104299554,36.01602731058878,39.244710287322015,111.25009506096066,71.12200295410749,139.75635243677027,orange,Cao Bang,15.120497,108.792226,0.9521665425480904,0.8578338714053255,1.0799800346367796,2791.162400988009
93.99160986679904,82.40146417375827,67.98520619955806,59.73865216390993,81.97493424407028,51.25274214999442,200.6991162705453,coffee,Binh Phuoc,21.308738,105.604003,1.126977934955402,0.8151560272121597,1.362489366124431,3061.769735745082
114.00455056121153,162.39929195371712,140.19421147002697,95.83210248603207,121.75144869599848,70.61797723859935,150.09108045188816,banana,Long An,11.090256,108.071746,0.6977052911190297,0.857985428172706,0.8074307676941322,6767.469232085733
8.970168757645434,142.39095400548433,284.6329200176451,179.08550740369998,172.52626808282545,93.03857132621633,143.11775034707026,papaya,Thua Thien-Hue,16.746684,107.191839,0.06255742434981183,1.985013085321677,0.031404534033021465,16661.85975407078
52.10646502030694,91.62883053523622,89.30087826801842,71.75986083089849,111.88011946225487,66.61848097567713,227.83173945670117,jute,Binh Thuan,21.117125,106.111049,0.5625296651077283,0.964072176578416,0.5770316526230435,4780.532923580449
33.97969903144337,36.39905343239881,43.762084149303284,77.30593459632881,78.85942057127309,48.647690852077716,114.15796010811721,mango,Ninh Binh,14.354524,108.007175,0.9085710977381782,1.1701388172405502,0.7591178935749411,3760.7552072731432
39.99403396064991,156.02043130352865,291.9901712120725,185.75718336155433,165.89265971774418,88.77418873750673,108.04253057359085,grapes,Hanoi,13.095511,109.320984,0.25470592348163507,1.8595680115515687,0.13650298846271325,16490.44325508627
61.987456738249485,86.17930509174319,83.10352452259927,66.31213788986203,115.18764371692443,70.63050171918957,198.1359604575382,jute,Thai Nguyen,21.845616,106.729867,0.7110340771014055,0.9532483017058375,0.7370375628145402,4683.659569233036
115.99554742416568,74.5909868538821,88.29599243559589,71.62908925965392,115.99942341372507,69.79406921319597,88.66697652885574,watermelon,Bac Lieu,21.308738,105.604003,1.5345155851501961,1.168075667622552,1.2990005963350109,4999.285613466478
38.99862251888428,88.40759228273005,72.52584213371863,60.998462781945065,99.18051973402721,66.61848097567713,69.12596502992979,lentil,Quang Nam,9.784459,105.470292,0.4361891593675904,0.8111821410465127,0.5304070159163765,4063.624932384557
91.9845194090672,115.20786737546374,83.80484408348374,58.57417746354194,99.12657694891993,62.60743353005114,97.75847152447375,maize,Binh Thuan,21.268443,105.185124,0.791551566055922,0.7211632566383229,1.0846611464613463,3667.1789221261215
98.00307000335594,84.80469782293058,94.03991923658552,76.1275227713054,127.89263595479233,76.02739935354086,62.775069369950714,muskmelon,Bac Giang,10.015935,105.080868,1.142164385982669,1.0959763465474748,1.0311779596465582,5787.777575529811
35.98719094884475,32.588416456013974,29.337138350704848,32.01662805467096,109.60281441844124,70.06315127971703,144.88290952060817,orange,Khanh Hoa,12.710012,108.237751,1.0714167187956631,0.8734302311966261,1.1862421080335228,2243.185854860844
25.998092317427016,26.630914504839616,24.64660792269388,77.30593459632881,104.39444068230955,67.91045926064795,137.65990451984396,orange,Kon Tum,20.646371,106.051062,0.9409059664989876,0.8919939265266437,1.0137049077130438,5249.881522010303
52.98634540141662,86.7875064725106,102.31061665061586,86.90973812077218,134.20286959239309,79.42331026586587,270.08985598590715,papaya,Lao Cai,21.724758,104.911798,0.6035750134674179,1.1654348182523324,0.512883836330298,6902.659095891238
113.98415269372512,108.39156382730432,77.76351892969137,62.44219037098404,111.6025051922825,68.10022727224306,126.26657165647299,cotton,Dong Thap,20.250614,105.974453,1.0419830259824339,0.7108730893769476,1.4471693779384542,4252.32735564068
102.98310210546198,112.81994824355209,78.4478813988178,59.71725583860584,112.90504310341815,69.41150056624001,123.10631423831093,cotton,Dak Nong,11.575279,108.142866,0.9047895706743654,0.6892278779722769,1.2962347175565387,4145.0643374556885
52.11809523397109,76.91487122376192,67.46331103229127,61.340078330534126,95.20818579688215,58.54559224795774,219.30321853080454,coffee,Hai Phong,11.575279,108.142866,0.6689107536903236,0.865859238072087,0.7612558383188504,3591.1912143972395
29.014963120710533,95.42158027102545,79.62908400785562,59.15475342841296,87.65330631714767,53.24334298979585,219.8426768559774,pigeonpeas,Dak Lak,16.047079,108.20623,0.300917730648618,0.8258429677674973,0.35985728323397087,3149.596826265793
27.006085395182858,56.19806710160734,98.77880398482039,55.944040593696435,104.70763483307165,66.61848097567713,84.84931167902911,mungbean,Quang Binh,10.493798,105.688178,0.47215031492600823,1.726960524895859,0.27065954207359877,3726.907003993675
98.00140686843304,87.79918053199721,98.52934064076149,69.4564755994968,93.84282516278816,56.30155591535016,224.80619751993146,coffee,Ba Ria-Vung Tau,19.807982,105.776887,1.1036296312793108,1.1095748862824042,0.9846484085748811,3910.5076446482226
39.01947127490913,88.43388038309712,72.5368437497147,60.98150643899286,99.16845323049228,61.688090162554744,69.09344743464887,papaya,Da Nang,10.015935,105.080868,0.4362940656020529,0.8110667169868665,0.5306111778160252,3761.8326674570044
52.12090042970938,103.23124332202974,79.25048222896554,62.23233869950681,92.5481190761145,56.921390686604795,79.22362509351798,lentil,Bac Ninh,21.82332,105.213268,0.5000506447829486,0.7603332715135673,0.649477722526344,3542.3512644557422
30.00277886857021,47.996752566494806,61.09905205965333,57.353515429644105,111.83193957308161,75.52051713138536,199.92062303964997,coconut,Hoa Binh,21.028511,105.804817,0.6123421920228822,1.247002073795282,0.48314391079189206,4331.367144549612
121.02105747454087,125.59738847215377,83.44909479676957,62.27650262399571,106.60137615122991,66.33409095485591,110.31841178342127,cotton,Thai Binh,22.147014,105.839173,0.9559522430524745,0.6591691645766053,1.4330651828273981,4131.055189410455
22.026642489157016,151.1920727470431,283.73101168140073,184.48512149073017,111.83193957308161,90.80141045059227,112.34334876662903,grapes,Hai Duong,16.047079,108.20623,0.14472923649425073,1.864295600684716,0.07735947819341747,16751.50923850717
68.02139465748226,110.82036227520521,114.38857447193118,89.96570562093632,136.4252213460286,80.7511950372041,90.9222236184533,papaya,Soc Trang,12.264647,107.609809,0.6083095535862448,1.0229673034899067,0.5894985267716327,7264.838241255918
52.578703467015885,116.01646908667288,100.60332425096345,77.30593459632881,120.02942829523552,68.8954759090087,207.7905128349595,jute,Thai Binh,10.521583,105.125895,0.449327379961118,0.8597364545023796,0.5174899921300292,5326.029154604774
114.00630803849495,108.40740071059713,77.8010729435725,62.45710333626934,111.60668995821592,68.09940662250636,126.247487231377,cotton,Hoa Binh,15.120497,108.792226,1.0420347005598167,0.7111134387459838,1.4467608597173802,4253.291676560505
